target,反应类型,条件,truetarget,CorAns,Position,congruency,AffValue,flankerPic,targetPic,corAnsF,corAnsA,RestPic,returnPractice.thisRepN,returnPractice.thisTrialN,returnPractice.thisN,returnPractice.thisIndex,pracNum.thisRepN,pracNum.thisTrialN,pracNum.thisN,pracNum.thisIndex,NumBlock1.thisRepN,NumBlock1.thisTrialN,NumBlock1.thisN,NumBlock1.thisIndex,NumBlock2.thisRepN,NumBlock2.thisTrialN,NumBlock2.thisN,NumBlock2.thisIndex,returnPrac.thisRepN,returnPrac.thisTrialN,returnPrac.thisN,returnPrac.thisIndex,PracAff.thisRepN,PracAff.thisTrialN,PracAff.thisN,PracAff.thisIndex,AffBlocks.thisRepN,AffBlocks.thisTrialN,AffBlocks.thisN,AffBlocks.thisIndex,AffBlock1.thisRepN,AffBlock1.thisTrialN,AffBlock1.thisN,AffBlock1.thisIndex,respNum2word.keys,respNum2word.corr,respNum2word.rt,blank.started,text.started,blank.stopped,text.stopped,respFlanker.keys,respFlanker.corr,respFlanker.rt,thisWord,respAffWord.keys,respAffWord.corr,respAffWord.rt,姓名,性别,年龄（周岁）,date,expName,psychopyVersion,frameRate,
3a,2,2,3.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,0,75,75,75,,,,,,,,,,,,,,,,,,,,,a,1,0.9322197999572381,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
9F,1,1,F,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,0,76,76,76,,,,,,,,,,,,,,,,,,,,,a,1,1.6344477999955416,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
G7,1,2,G,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,0,77,77,77,,,,,,,,,,,,,,,,,,,,,a,1,1.0051047001034021,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
a6,2,1,6.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,0,78,78,78,,,,,,,,,,,,,,,,,,,,,l,1,2.432036599959247,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
4h,2,2,4.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,0,79,79,79,,,,,,,,,,,,,,,,,,,,,l,1,0.5319243000121787,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
6A,1,1,A,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,a,1,1.4777721000136808,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
4H,1,2,H,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,a,1,0.4477315000258386,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
3H,2,1,3.0,a,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,a,1,0.641361599904485,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
a9,2,2,9.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,a,1,1.4431400999892503,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
E7,1,1,E,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,a,1,1.8448600999545306,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
6h,1,2,h,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,l,1,0.7277362999739125,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
8A,2,1,8.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,l,1,1.0304738999111578,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
f5,2,2,5.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,a,1,1.4174892000155523,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
2a,1,1,a,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,a,0,3.4516739000100642,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
F7,1,2,F,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,a,1,2.0949988999636844,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
h2,2,1,2.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,l,1,1.1035044000018388,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
F5,2,2,5.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,a,1,0.7192637999542058,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
A9,1,1,A,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,a,1,1.2934319000924006,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
3e,1,2,e,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,l,1,0.8939725999953225,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
f8,2,1,8.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,l,1,1.3818572999443859,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
G2,2,2,2.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,l,1,0.7946846999693662,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
F2,1,1,F,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,a,1,1.2380577999865636,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
5e,1,2,e,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,l,1,0.7532337999437004,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
A3,2,1,3.0,a,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,a,1,2.1269805999472737,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
4g,2,2,4.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,l,1,1.6774364000884816,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
h7,1,1,h,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,l,1,3.6144026000984013,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
3g,1,2,g,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,l,1,0.9235685999738052,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
8a,2,1,8.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,l,1,0.9782193000428379,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
4E,2,2,4.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,l,1,0.6627219000365585,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
E5,1,1,E,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,a,1,0.592403499991633,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
g6,1,2,g,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,l,1,3.580613400088623,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
2e,2,1,2.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,l,1,3.7467161000240594,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
h8,2,2,8.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,l,1,0.7055720000062138,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
G6,1,1,G,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,a,1,2.5287234999705106,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
a4,1,2,a,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,a,0,0.6240461999550462,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
9H,2,1,9.0,a,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,l,0,2.355457700090483,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
7H,2,2,7.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,a,1,3.1531204999191687,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
9f,1,1,f,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,l,1,3.0395127999363467,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
8E,1,2,E,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,a,1,0.6828739000484347,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
A2,2,1,2.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,l,1,0.5067694000899792,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
H7,2,2,7.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,a,1,1.1782050000037998,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
h9,1,1,h,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,None,0,,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
8G,1,2,G,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,37,37,37,,,,,,,,,,,,,,,,,a,1,1.409623899962753,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
H4,2,1,4.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,38,38,38,,,,,,,,,,,,,,,,,l,1,0.6227478999644518,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
A8,2,2,8.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,l,1,0.664233100018464,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
g7,1,1,g,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,40,40,40,,,,,,,,,,,,,,,,,l,1,1.937478799954988,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
H9,1,2,H,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,41,41,41,,,,,,,,,,,,,,,,,a,1,0.7117775999940932,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
9E,2,1,9.0,a,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,42,42,42,,,,,,,,,,,,,,,,,a,1,1.8710853999946266,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
a5,2,2,5.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,43,43,43,,,,,,,,,,,,,,,,,a,1,2.97691109997686,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
3E,1,1,E,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,44,44,44,,,,,,,,,,,,,,,,,a,1,1.94217719999142,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
6f,1,2,f,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,45,45,45,,,,,,,,,,,,,,,,,l,1,1.396870500058867,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
g8,2,1,8.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,46,46,46,,,,,,,,,,,,,,,,,l,1,1.3296522999880835,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
4F,2,2,4.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,47,47,47,,,,,,,,,,,,,,,,,l,1,2.26457230001688,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
4a,1,1,a,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,48,48,48,,,,,,,,,,,,,,,,,l,1,1.201791499974206,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
e3,1,2,e,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,49,49,49,,,,,,,,,,,,,,,,,l,1,0.5740878999931738,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
5g,2,1,5.0,a,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,50,50,50,,,,,,,,,,,,,,,,,a,1,1.5781611000420526,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
f4,2,2,4.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,51,51,51,,,,,,,,,,,,,,,,,l,1,1.8402013999875635,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
6E,1,1,E,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,52,52,52,,,,,,,,,,,,,,,,,a,1,1.0098054999252781,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
7A,1,2,A,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,53,53,53,,,,,,,,,,,,,,,,,a,1,0.45342770009301603,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
F4,2,1,4.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,54,54,54,,,,,,,,,,,,,,,,,l,1,2.2547537999926135,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
2g,2,2,2.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,55,55,55,,,,,,,,,,,,,,,,,l,1,0.82446939998772,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
7E,1,1,E,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,56,56,56,,,,,,,,,,,,,,,,,a,1,0.9394046999514103,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
G4,1,2,G,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,57,57,57,,,,,,,,,,,,,,,,,a,1,0.4812034999486059,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
2F,2,1,2.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,58,58,58,,,,,,,,,,,,,,,,,l,1,1.1775831000413746,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
E9,2,2,9.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,59,59,59,,,,,,,,,,,,,,,,,a,1,1.0229315001051873,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
5f,1,1,f,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,60,60,60,,,,,,,,,,,,,,,,,l,1,1.0088961999863386,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
e7,1,2,e,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,61,61,61,,,,,,,,,,,,,,,,,l,1,0.5245072999969125,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
f2,2,1,2.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,62,62,62,,,,,,,,,,,,,,,,,l,1,2.2114905000198632,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
G9,2,2,9.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,63,63,63,,,,,,,,,,,,,,,,,a,1,0.6151572000235319,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
7g,1,1,g,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,64,64,64,,,,,,,,,,,,,,,,,l,1,1.9142598999897018,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
F8,1,2,F,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,65,65,65,,,,,,,,,,,,,,,,,a,1,0.7225537000922486,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
A7,2,1,7.0,a,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,66,66,66,,,,,,,,,,,,,,,,,a,1,2.824553700047545,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
4G,2,2,4.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,67,67,67,,,,,,,,,,,,,,,,,l,1,0.7725664000026882,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
g2,1,1,g,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,68,68,68,,,,,,,,,,,,,,,,,l,1,3.033935600076802,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
g4,1,2,g,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,69,69,69,,,,,,,,,,,,,,,,,l,1,0.6522170999087393,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
7a,2,1,7.0,a,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,70,70,70,,,,,,,,,,,,,,,,,a,1,1.7424425000790507,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
8e,2,2,8.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,71,71,71,,,,,,,,,,,,,,,,,l,1,1.6605231000576168,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
h4,1,1,h,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,72,72,72,,,,,,,,,,,,,,,,,l,1,2.773757299990393,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
G8,1,2,G,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,73,73,73,,,,,,,,,,,,,,,,,a,1,0.9077170999953523,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
6F,2,1,6.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,74,74,74,,,,,,,,,,,,,,,,,l,1,3.890572899952531,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
g5,2,2,5.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,75,75,75,,,,,,,,,,,,,,,,,a,1,0.9801866000052541,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
G5,1,1,G,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,76,76,76,,,,,,,,,,,,,,,,,a,1,3.889746400061995,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
h5,1,2,h,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,77,77,77,,,,,,,,,,,,,,,,,l,1,0.5791495000012219,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
9G,2,1,9.0,a,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,78,78,78,,,,,,,,,,,,,,,,,a,1,1.1758801999967545,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
F3,2,2,3.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,79,79,79,,,,,,,,,,,,,,,,,a,1,1.155909400084056,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,7,,,,,,,,,,,,548.0003481000895,549.1997113000834,549.1997113000834,549.7317749999929,a,1,0.8577014999464154,怀疑,l,1,1.5144280000822619,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,2,,,,,,,,,,,,552.1982168999966,553.3976208000677,553.3976208000677,553.9656404000707,None,0,,雄厚,k,1,1.1855505999410525,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,0,,,,,,,,,,,,556.7625786000863,557.9620042000897,557.9620042000897,558.5346469000215,s,1,0.6069581999909133,清秀,k,1,1.0244589999783784,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,560.2774862000952,561.4768508999841,561.4768508999841,562.0926655000076,s,1,0.4739170999964699,逃避,l,1,0.7050509999971837,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,5,,,,,,,,,,,,563.3925870000385,564.5919584000949,564.5919584000949,565.2124696000246,s,1,0.5194966000271961,慌忙,l,1,0.8757017001044005,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,1,,,,,,,,,,,,566.7242523999885,567.9236502000131,567.9236502000131,568.3378704000497,None,0,,假冒,l,1,1.0342083000577986,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,4,,,,,,,,,,,,570.9887697000522,572.1881827000761,572.1881827000761,572.7722709000809,a,1,0.6604013000614941,优雅,k,1,0.8762974999845028,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,6,,,,,,,,,,,,574.4036838000175,575.6031086000148,575.6031086000148,576.125468900078,s,1,0.6959151999326423,富足,k,1,0.6470269999699667,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,73,,,,589.8037464000518,590.8787690000609,591.0119813000783,591.5070035000099,a,1,0.5922181999776512,堵塞,l,1,0.7540524000069126,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,41,,,,592.9610450000037,594.1604804000817,594.1604804000817,594.7730409000069,a,1,0.4947888000169769,郁闷,l,1,0.7244752999395132,yyf,m,23,2024-04-11_16h05.50.365,mian,2022.2.4,60.074564557812444,
