target,反应类型,条件,truetarget,CorAns,Position,congruency,AffValue,flankerPic,targetPic,corAnsF,corAnsA,RestPic,returnPractice.thisRepN,returnPractice.thisTrialN,returnPractice.thisN,returnPractice.thisIndex,pracNum.thisRepN,pracNum.thisTrialN,pracNum.thisN,pracNum.thisIndex,NumBlock1.thisRepN,NumBlock1.thisTrialN,NumBlock1.thisN,NumBlock1.thisIndex,NumBlock2.thisRepN,NumBlock2.thisTrialN,NumBlock2.thisN,NumBlock2.thisIndex,returnPrac.thisRepN,returnPrac.thisTrialN,returnPrac.thisN,returnPrac.thisIndex,PracAff.thisRepN,PracAff.thisTrialN,PracAff.thisN,PracAff.thisIndex,AffBlocks.thisRepN,AffBlocks.thisTrialN,AffBlocks.thisN,AffBlocks.thisIndex,AffBlock1.thisRepN,AffBlock1.thisTrialN,AffBlock1.thisN,AffBlock1.thisIndex,respNum2word.keys,respNum2word.corr,respNum2word.rt,blank.started,text.started,blank.stopped,text.stopped,respFlanker.keys,respFlanker.corr,respFlanker.rt,thisWord,respAffWord.keys,respAffWord.corr,respAffWord.rt,姓名,性别,年龄（周岁）,date,expName,psychopyVersion,frameRate,
9F,1,1,F,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,0,76,76,76,,,,,,,,,,,,,,,,,,,,,a,1,1.5636158000124851,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
G7,1,2,G,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,0,77,77,77,,,,,,,,,,,,,,,,,,,,,a,1,0.741540500006522,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
a6,2,1,6.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,0,78,78,78,,,,,,,,,,,,,,,,,,,,,l,1,2.292047700015246,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
4h,2,2,4.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,0,79,79,79,,,,,,,,,,,,,,,,,,,,,l,1,1.1205001000053016,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
6A,1,1,A,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,a,1,0.9134327000065241,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
4H,1,2,H,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,a,1,0.4883904000162147,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
3H,2,1,3.0,a,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,a,1,1.3008500000141794,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
a9,2,2,9.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,a,1,0.7488374000095064,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
E7,1,1,E,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,a,1,0.8907571000017924,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
6h,1,2,h,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,l,1,0.6420929000159958,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
8A,2,1,8.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,l,1,0.8801399000076344,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
f5,2,2,5.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,a,1,1.172934100002749,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
2a,1,1,a,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,l,1,1.4978080000146292,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
F7,1,2,F,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,a,1,0.6337559000094188,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
h2,2,1,2.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,l,1,1.6080761000193888,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
F5,2,2,5.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,a,1,0.9117351000022609,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
A9,1,1,A,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,a,1,1.1827737000130583,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
3e,1,2,e,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,l,1,2.760385800007498,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
f8,2,1,8.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,l,1,1.102706500023487,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
G2,2,2,2.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,l,1,0.6978637000138406,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
F2,1,1,F,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,a,1,0.7334304000105476,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
5e,1,2,e,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,l,1,0.9557430000131717,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
A3,2,1,3.0,a,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,a,1,3.077009500004351,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
4g,2,2,4.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,l,1,0.6789145000075223,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
h7,1,1,h,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,l,1,1.5475847000052454,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
3g,1,2,g,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,l,1,0.5023508000012953,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
8a,2,1,8.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,l,1,0.5126422000030288,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
4E,2,2,4.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,l,1,0.6561962000123458,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
E5,1,1,E,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,a,1,1.5094084000011208,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
g6,1,2,g,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,l,1,0.7528491000120994,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
2e,2,1,2.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,l,1,0.7302204000006896,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
h8,2,2,8.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,l,1,2.2690033000108087,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
G6,1,1,G,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,a,1,0.5982287000078941,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
a4,1,2,a,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,l,1,0.6584860000148183,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
9H,2,1,9.0,a,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,a,1,0.7643990000069607,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
7H,2,2,7.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,a,1,0.7208556000114186,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
9f,1,1,f,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,l,1,0.7874815000104718,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
8E,1,2,E,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,a,1,1.4236778000195045,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
A2,2,1,2.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,l,1,0.6863074000139022,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
H7,2,2,7.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,a,1,0.7350738000095589,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
h9,1,1,h,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,l,1,1.2530065000173636,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
8G,1,2,G,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,37,37,37,,,,,,,,,,,,,,,,,a,1,0.7465656000131276,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
H4,2,1,4.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,38,38,38,,,,,,,,,,,,,,,,,l,1,0.6477883000043221,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
A8,2,2,8.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,l,1,0.7304917000001296,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
g7,1,1,g,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,40,40,40,,,,,,,,,,,,,,,,,l,1,2.2370082000124967,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
H9,1,2,H,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,41,41,41,,,,,,,,,,,,,,,,,a,1,1.1350281000050018,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
9E,2,1,9.0,a,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,42,42,42,,,,,,,,,,,,,,,,,a,1,2.641862200005562,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
a5,2,2,5.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,43,43,43,,,,,,,,,,,,,,,,,a,1,0.6920308000117075,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
3E,1,1,E,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,44,44,44,,,,,,,,,,,,,,,,,a,1,1.684736500013969,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
6f,1,2,f,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,45,45,45,,,,,,,,,,,,,,,,,l,1,0.5684579000226222,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
g8,2,1,8.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,46,46,46,,,,,,,,,,,,,,,,,l,1,0.5336893000057898,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
4F,2,2,4.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,47,47,47,,,,,,,,,,,,,,,,,l,1,0.4956284000072628,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
4a,1,1,a,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,48,48,48,,,,,,,,,,,,,,,,,l,1,0.582844100004877,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
e3,1,2,e,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,49,49,49,,,,,,,,,,,,,,,,,l,1,0.5438180000055581,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
5g,2,1,5.0,a,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,50,50,50,,,,,,,,,,,,,,,,,a,1,2.053525000010268,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
f4,2,2,4.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,51,51,51,,,,,,,,,,,,,,,,,l,1,0.6592267000232823,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
6E,1,1,E,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,52,52,52,,,,,,,,,,,,,,,,,a,1,1.1648047000053339,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
7A,1,2,A,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,53,53,53,,,,,,,,,,,,,,,,,a,1,0.5387275000102818,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
F4,2,1,4.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,54,54,54,,,,,,,,,,,,,,,,,l,1,1.7686853000050178,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
2g,2,2,2.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,55,55,55,,,,,,,,,,,,,,,,,l,1,0.5212817000137875,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
7E,1,1,E,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,56,56,56,,,,,,,,,,,,,,,,,a,1,1.6879704000166385,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
G4,1,2,G,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,57,57,57,,,,,,,,,,,,,,,,,a,1,0.6807028000039281,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
2F,2,1,2.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,58,58,58,,,,,,,,,,,,,,,,,l,1,0.5214031000068644,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
E9,2,2,9.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,59,59,59,,,,,,,,,,,,,,,,,a,1,0.7317817000148352,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
5f,1,1,f,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,60,60,60,,,,,,,,,,,,,,,,,l,1,0.8705181999976048,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
e7,1,2,e,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,61,61,61,,,,,,,,,,,,,,,,,l,1,0.8184633000200847,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
f2,2,1,2.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,62,62,62,,,,,,,,,,,,,,,,,l,1,0.8454675000102725,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
G9,2,2,9.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,63,63,63,,,,,,,,,,,,,,,,,a,1,0.7273751000175253,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
7g,1,1,g,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,64,64,64,,,,,,,,,,,,,,,,,l,1,0.5705577000189805,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
F8,1,2,F,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,65,65,65,,,,,,,,,,,,,,,,,a,1,0.6025403000094229,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
A7,2,1,7.0,a,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,66,66,66,,,,,,,,,,,,,,,,,a,1,1.3900607000105083,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
4G,2,2,4.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,67,67,67,,,,,,,,,,,,,,,,,l,1,0.5861363000003621,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
g2,1,1,g,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,68,68,68,,,,,,,,,,,,,,,,,l,1,1.410003200013307,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
g4,1,2,g,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,69,69,69,,,,,,,,,,,,,,,,,l,1,0.4497847000020556,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
7a,2,1,7.0,a,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,70,70,70,,,,,,,,,,,,,,,,,a,1,0.6434697000076994,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
8e,2,2,8.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,71,71,71,,,,,,,,,,,,,,,,,l,1,1.0133792999986326,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
h4,1,1,h,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,72,72,72,,,,,,,,,,,,,,,,,l,1,1.6132137000240618,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
G8,1,2,G,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,73,73,73,,,,,,,,,,,,,,,,,a,1,0.5887252000102308,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
6F,2,1,6.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,74,74,74,,,,,,,,,,,,,,,,,l,1,0.6576222000148846,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
g5,2,2,5.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,75,75,75,,,,,,,,,,,,,,,,,a,1,0.754356600009487,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
G5,1,1,G,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,76,76,76,,,,,,,,,,,,,,,,,a,1,0.6712295000179438,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
h5,1,2,h,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,77,77,77,,,,,,,,,,,,,,,,,l,1,0.600347800005693,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
9G,2,1,9.0,a,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,78,78,78,,,,,,,,,,,,,,,,,a,1,0.9834850000188453,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
F3,2,2,3.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,79,79,79,,,,,,,,,,,,,,,,,a,1,0.8039989000099013,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4,,,,,,,,,,,,580.2070984999882,581.4052863999968,581.4219203999965,581.8507781999942,a,1,0.8648430000030203,瑰丽,k,1,1.2824305000103777,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,2,,,,,,,,,,,,584.0872275000002,585.2866226999904,585.2866226999904,585.7124441999913,a,1,1.1535243000107585,典雅,k,1,1.001343400013866,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,3,,,,,,,,,,,,587.9852413999906,589.1846635999973,589.1846635999973,589.6162896999886,s,1,0.759584100014763,缺乏,l,1,1.139378800013219,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,6,,,,,,,,,,,,591.6167678999918,592.8161694999872,592.8161694999872,593.4411443999998,s,1,0.7884573000046657,享受,k,1,0.8584724000102142,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,1,,,,,,,,,,,,595.1983294999955,596.3977177999914,596.3977177999914,596.9790256999986,a,1,0.6244976000016322,懒惰,l,1,0.6734360000118613,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,7,,,,,,,,,,,,598.380035299997,599.5794343999878,599.5794343999878,600.2140258,a,1,0.5091139000141993,丢失,l,1,1.2023320000007516,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,5,,,,,,,,,,,,602.0282195999898,603.2276109999948,603.2276109999948,603.7170973999891,s,1,0.5904890000092564,冷笑,l,1,0.8005309000145644,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,0,,,,,,,,,,,,605.2099483999918,606.4093430999928,606.4093430999928,606.8540641,s,1,0.9518339000060223,鲜艳,k,1,0.7860881000087829,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,10,,,,625.3908981999994,626.4492796999984,626.5991872999875,627.0490667999984,a,1,0.43690920001245104,瑰丽,k,1,0.6697468000202207,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,43,,,,628.2483562999987,629.4477503999951,629.4477503999951,629.9180855999875,s,1,0.381948200010811,处罚,l,1,0.6732119000225794,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,67,,,,631.0969333999965,632.2963469999959,632.2963469999959,632.7375440999895,s,1,0.5955825000128243,逃避,l,1,0.6666813000192633,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,52,,,,634.0954007999972,635.2948266999883,635.2948266999883,635.9427766000008,a,1,0.5448999000072945,永恒,k,1,0.5658159000013256,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
